1,
06:19, 00:59:35,sermon-sinhala-6396-mirahawatthe-panyasara-thero-ganaramaya-480p.mp4
07:19,00:00:31,fillers-inspiration-ins-sin-12-480p.mp4
07:19,00:00:35,fillers-teasers-trailer-35-480p.mp4
07:20,00:25:00,dhammapada-sinhala-4416-02-kihibiye-vijitha-thera-480p.mp4
07:45,00:04:00,dhammapada-english-1041-4-dhammavihari-thera-480p.mp4
07:49, 00:58:26,sermon-sinhala-6489-2017-09-24-nindane-chandavimala-thero-nawala-480p.mp4
08:47,00:00:31,fillers-inspiration-ins-sin-15-480p.mp4
08:48,00:00:52,fillers-teasers-trailer-nawam-perahara-06-0-52-480p.mp4
08:49,00:30:44,dhammapada-sinhala-4417-01-kihibiye-vijitha-thera-480p.mp4
09:20, 01:02:03,sermon-sinhala-6351-kotiyagala-siwali-thero-ganagaramaya-480p.mp4
5,
06:00,01:12:47,sutta-satipattana-480p.mp4
07:12,00:00:31,fillers-inspiration-ins-sin-19-480p.mp4
07:13, 00:45:58,sutta-pirith-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-sin-01-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-eng-17-480p.mp4
08:00, 00:52:57,sermon-sinhala-6507-2017-10-11-rajawaththe-wappa-thero-nawala-480p.mp4
08:53,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
08:53,00:07:42,dhammapada-english-1185-2-7-42-dhammavihari-thera-480p.mp4
09:01, 01:02:03,sermon-sinhala-6343-thawalampola-wimala-thero-gangaramaya-480p.mp4
10:03,00:00:31,fillers-inspiration-ins-eng-03-480p.mp4
10:04,00:24:55,sermon-sinhala-592-1-borelle-kowida-thera-480p.mp4
10:28,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
10:31, 00:52:46,sermon-sinhala-6470-namalgamuwe-vijayasila-thero-gnanaramaya-480p.mp4
11:23,00:00:31,fillers-inspiration-ins-sin-03-480p.mp4
11:24,00:01:27,fillers-teasers-trailer-manel-watta-1-27-480p.mp4
11:25,00:05:18,dhammapada-english-1500-3-05-18-dhammavihari-thera-480p.mp4
11:31, 01:14:02,sermon-sinhala-6354-2017-05-25-warakapalahana-sugathagana-thero-parakumba-480p.mp4
12:45,00:00:31,fillers-inspiration-ins-eng-02-480p.mp4
12:45,00:14:52,sermon-sinhala-4528-makulawe-sudassana-thera-480p.mp4
13:00,00:01:01,fillers-teasers-trailer-nawam-perahara-14-1-01-480p.mp4
13:01, 00:47:21,sermon-sinhala-6321-2017-05-23-galkissa-somananda-thero-480p.mp4
13:48,00:00:31,fillers-inspiration-ins-sin-18-480p.mp4
13:49,00:11:24,dhammapada-english-1185-6-11-24-dhammavihari-thera-480p.mp4
14:00,00:00:47,fillers-teasers-trailer-nawam-perahara-17-0-47-480p.mp4
14:01, 00:51:11,sermon-sinhala-6306-warakapalahana-sugathagana-thero-maharagama-480p.mp4
14:52,00:00:31,fillers-inspiration-ins-eng-04-480p.mp4
14:53,00:08:29,dhammapada-sinhala-1009-2-kotagoda-sudeera-thera.dv-480p.mp4
15:01, 01:07:13,sermon-sinhala-6511-2017-10-15-gallalegama-dhammaseeha-thero-nawala-480p.mp4
16:09,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
16:09,00:00:29,fillers-teasers-trailer-29-480p.mp4
16:10, 00:15:39,fillers-teasers-dematamal-viharaya-480p.mp4
16:25,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
16:32, 01:13:22,sermon-sinhala-6461-2017-08-07-gampaha-mahanama-thero-madagama-480p.mp4
17:45,00:00:31,fillers-inspiration-ins-sin-12-480p.mp4
17:46,00:05:21,fillers-teasers-trailer-manel-watta-5-21-480p.mp4
17:51,00:10:56,dhammapada-sinhala-1009-4-kotagoda-sudeera-thera.dv-480p.mp4
18:02, 00:37:17,sermon-sinhala-6516-2017-10-20-alubomulle-dhammalankara-thero-nawala-480p.mp4
18:39,00:00:31,fillers-inspiration-ins-eng-05-480p.mp4
18:40,00:22:16,dhammapada-sinhala-4226-02-kihibiye-vijitha-thera-480p.mp4
19:02, 01:02:58,sermon-sinhala-6476-2017-09-11-mirisse-dhammika-thero-nawala-480p.mp4
20:05,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
20:06,00:01:26,fillers-teasers-trailer-nawam-perahara-01-1-26-480p.mp4
20:07,00:21:09,sermon-sinhala-4289-01-gampaha-pasadka-thera-480p.mp4
20:28,00:21:09,dhammapada-english-1259-5-3-49-dhammavihari-thera-480p.mp4
20:49, 00:51:13,sermon-sinhala-6379-2017-06-20-balangoda-sobitha-thero-dematagoda-480p.mp4
21:40,00:00:31,fillers-inspiration-ins-sin-14-480p.mp4
21:41,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
21:43,00:03:49,dhammapada-english-1259-5-3-49-dhammavihari-thera-480p.mp4
21:47, 00:02:10,fillers-wesak-nelagiri-thawawa-2017-480p.mp4
21:49, 00:57:41,sermon-sinhala-6479-2017-09-14-agalakada-sirisumana-thero-nawala-480p.mp4
22:47,00:00:31,fillers-inspiration-ins-eng-03-480p.mp4
22:47,00:01:33,fillers-teasers-trailer-paragoda-1-33-480p.mp4
22:49, 01:02:18,sermon-sinhala-6517-2017-10-21-kothmale-dinnaga-thero-nawala-480p.mp4
23:51,00:00:31,fillers-inspiration-ins-sin-14-480p.mp4
23:52,00:02:33,fillers-teasers-wesak-2012-03-02-33-480p.mp4
23:54,00:00:36,fillers-teasers-trailer-36-480p.mp4
23:55,01:16:22,bhavana-sinhala-1212-kiribathgoda-ganananda-thera-480p.mp4
01:11,00:06:54,dhammapada-english-1399-4-06-54-dhammavihari-thera-480p.mp4
01:18, 00:48:38,sermon-sinhala-6493-2017-09-28-galigamuwe-gnanadeepa-thero-nawala-480p.mp4
02:07,00:10:29,dhammapada-sinhala-1056-1-kotagoda-sudeera-thera-480p.mp4
02:17,00:01:04,fillers-teasers-trailer-nawam-perahara-21-1-04-480p.mp4
02:18, 00:49:46,sermon-sinhala-6499-2017-10-04-alikewala-seelananda-thero-nawala-480p.mp4
03:08,00:00:31,fillers-inspiration-ins-eng-09-480p.mp4
03:09, 00:10:25,fillers-teasers-magul-maha-vihara-muhudu-maha-vihara-sinhala-480p.mp4
03:19, 01:01:02,sermon-sinhala-6519-2017-09-16-seruwapita-smsnsrathana-thero-mahuluduwa-480p.mp4
04:20,00:00:31,fillers-inspiration-ins-sin-15-480p.mp4
04:21,00:00:41,fillers-teasers-trailer-place-41-480p.mp4
04:21,00:11:29,dhammapada-sinhala-4435-daswatte-sumanaseela-thera-480p.mp4
04:33, 00:08:08,fillers-teasers-ruhunu-rata-480p.mp4
04:41,00:08:38,dhammapada-sinhala-1009-3-kotagoda-sudeera-thera.dv-480p.mp4
04:49, 00:54:03,sermon-sinhala-6459-2017-08-04-warakapalahana-sugathagana-thero-kotte-480p.mp4
05:44,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
05:44,00:01:26,fillers-teasers-trailer-nawam-perahara-01-1-26-480p.mp4
05:45, 00:04:56,fillers-wesak-nilagiri-01-480p.mp4
05:50, 01:32:10,bhavana-english-6399-2017-07-22-dhiravamso-thero-480p.mp4
07:23,00:00:31,fillers-inspiration-ins-eng-05-480p.mp4
07:23,00:23:15,dhammapada-sinhala-4247-02-kihibiye-vijitha-thera-480p.mp4
07:46,00:03:44,fillers-wesak-wesak-2012-07-03-44-480p.mp4
07:50, 00:58:26,sermon-sinhala-6489-2017-09-24-nindane-chandavimala-thero-nawala-480p.mp4
08:49,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
08:49,00:01:08,fillers-teasers-trailer-nawam-perahara-22-1-08-480p.mp4
08:50, 00:59:35,sermon-sinhala-6396-mirahawatthe-panyasara-thero-ganaramaya-480p.mp4
09:50,00:00:31,fillers-inspiration-ins-sin-12-480p.mp4
09:50,00:00:35,fillers-teasers-trailer-35-480p.mp4
09:51,00:10:00,dhammapada-sinhala-1037-1-kotagoda-sudeera-thera-480p.mp4
6,
06:00,01:12:47,sutta-satipattana-480p.mp4
07:12,00:00:31,fillers-inspiration-ins-sin-19-480p.mp4
07:13, 00:45:58,sutta-pirith-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-sin-01-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-eng-17-480p.mp4
08:00, 00:48:08,sermon-sinhala-6486-2017-09-21-neluwakande-gnanananda-thero-nawala-480p.mp4
08:48,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
08:48, 00:12:35,fillers-teasers-paduwas-nuwara-480p.mp4
09:01, 00:52:01,sermon-sinhala-6336-bibila-ganasantha-thero-dharmayathanaya-480p.mp4
09:53,00:00:31,fillers-inspiration-ins-eng-11-480p.mp4
09:54,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
10:00, 00:52:57,sermon-sinhala-6507-2017-10-11-rajawaththe-wappa-thero-nawala-480p.mp4
10:53,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
10:54,00:07:42,dhammapada-english-1185-2-7-42-dhammavihari-thera-480p.mp4
11:01, 01:02:03,sermon-sinhala-6343-thawalampola-wimala-thero-gangaramaya-480p.mp4
12:03,00:00:31,fillers-inspiration-ins-eng-03-480p.mp4
12:04,00:24:55,sermon-sinhala-592-1-borelle-kowida-thera-480p.mp4
12:29,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
12:31, 00:52:46,sermon-sinhala-6470-namalgamuwe-vijayasila-thero-gnanaramaya-480p.mp4
13:24,00:00:31,fillers-inspiration-ins-sin-03-480p.mp4
13:24,00:01:27,fillers-teasers-trailer-manel-watta-1-27-480p.mp4
13:26,00:05:18,dhammapada-english-1500-3-05-18-dhammavihari-thera-480p.mp4
13:31, 01:14:02,sermon-sinhala-6354-2017-05-25-warakapalahana-sugathagana-thero-parakumba-480p.mp4
14:45,00:00:31,fillers-inspiration-ins-eng-02-480p.mp4
14:46,00:14:52,sermon-sinhala-4528-makulawe-sudassana-thera-480p.mp4
15:00,00:01:01,fillers-teasers-trailer-nawam-perahara-14-1-01-480p.mp4
15:01, 00:47:21,sermon-sinhala-6321-2017-05-23-galkissa-somananda-thero-480p.mp4
15:49,00:00:31,fillers-inspiration-ins-sin-18-480p.mp4
15:49,00:11:24,dhammapada-english-1185-6-11-24-dhammavihari-thera-480p.mp4
16:01,00:00:47,fillers-teasers-trailer-nawam-perahara-17-0-47-480p.mp4
16:02, 00:51:11,sermon-sinhala-6306-warakapalahana-sugathagana-thero-maharagama-480p.mp4
16:53,00:00:31,fillers-inspiration-ins-eng-04-480p.mp4
16:53,00:08:29,dhammapada-sinhala-1009-2-kotagoda-sudeera-thera.dv-480p.mp4
17:02, 01:07:13,sermon-sinhala-6511-2017-10-15-gallalegama-dhammaseeha-thero-nawala-480p.mp4
18:09,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
18:09,00:00:29,fillers-teasers-trailer-29-480p.mp4
18:10, 00:15:39,fillers-teasers-dematamal-viharaya-480p.mp4
18:26,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
18:32, 01:13:22,sermon-sinhala-6461-2017-08-07-gampaha-mahanama-thero-madagama-480p.mp4
19:46,00:00:31,fillers-inspiration-ins-sin-12-480p.mp4
19:46,00:05:21,fillers-teasers-trailer-manel-watta-5-21-480p.mp4
19:51,00:10:56,dhammapada-sinhala-1009-4-kotagoda-sudeera-thera.dv-480p.mp4
20:02, 00:37:17,sermon-sinhala-6516-2017-10-20-alubomulle-dhammalankara-thero-nawala-480p.mp4
20:40,00:00:31,fillers-inspiration-ins-eng-05-480p.mp4
20:40,00:22:16,dhammapada-sinhala-4226-02-kihibiye-vijitha-thera-480p.mp4
21:02, 01:02:58,sermon-sinhala-6476-2017-09-11-mirisse-dhammika-thero-nawala-480p.mp4
22:05,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
22:06,00:01:26,fillers-teasers-trailer-nawam-perahara-01-1-26-480p.mp4
22:07,00:21:09,sermon-sinhala-4289-01-gampaha-pasadka-thera-480p.mp4
22:28,00:21:09,dhammapada-english-1259-5-3-49-dhammavihari-thera-480p.mp4
22:50, 00:51:13,sermon-sinhala-6379-2017-06-20-balangoda-sobitha-thero-dematagoda-480p.mp4
23:41,00:00:31,fillers-inspiration-ins-sin-14-480p.mp4
23:41,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
23:44,00:03:49,dhammapada-english-1259-5-3-49-dhammavihari-thera-480p.mp4
23:47, 00:02:10,fillers-wesak-nelagiri-thawawa-2017-480p.mp4
23:49, 00:57:41,sermon-sinhala-6479-2017-09-14-agalakada-sirisumana-thero-nawala-480p.mp4
00:47,00:00:31,fillers-inspiration-ins-eng-03-480p.mp4
00:48,00:01:33,fillers-teasers-trailer-paragoda-1-33-480p.mp4
00:49, 01:02:18,sermon-sinhala-6517-2017-10-21-kothmale-dinnaga-thero-nawala-480p.mp4
01:52,00:00:31,fillers-inspiration-ins-sin-14-480p.mp4
01:52,00:02:33,fillers-teasers-wesak-2012-03-02-33-480p.mp4
01:55,00:00:36,fillers-teasers-trailer-36-480p.mp4
01:55,01:16:22,bhavana-sinhala-1212-kiribathgoda-ganananda-thera-480p.mp4
03:12,00:06:54,dhammapada-english-1399-4-06-54-dhammavihari-thera-480p.mp4
03:18, 00:48:38,sermon-sinhala-6493-2017-09-28-galigamuwe-gnanadeepa-thero-nawala-480p.mp4
04:07,00:10:29,dhammapada-sinhala-1056-1-kotagoda-sudeera-thera-480p.mp4
04:18,00:01:04,fillers-teasers-trailer-nawam-perahara-21-1-04-480p.mp4
04:19, 00:49:46,sermon-sinhala-6499-2017-10-04-alikewala-seelananda-thero-nawala-480p.mp4
05:08,00:00:31,fillers-inspiration-ins-eng-09-480p.mp4
05:09, 00:10:25,fillers-teasers-magul-maha-vihara-muhudu-maha-vihara-sinhala-480p.mp4
05:19, 01:01:02,sermon-sinhala-6519-2017-09-16-seruwapita-smsnsrathana-thero-mahuluduwa-480p.mp4
06:20,00:00:31,fillers-inspiration-ins-sin-15-480p.mp4
06:21,00:00:41,fillers-teasers-trailer-place-41-480p.mp4
06:22,00:11:29,dhammapada-sinhala-4435-daswatte-sumanaseela-thera-480p.mp4
06:33, 00:08:08,fillers-teasers-ruhunu-rata-480p.mp4
06:41,00:08:38,dhammapada-sinhala-1009-3-kotagoda-sudeera-thera.dv-480p.mp4
06:50, 00:54:03,sermon-sinhala-6459-2017-08-04-warakapalahana-sugathagana-thero-kotte-480p.mp4
07:44,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
07:44,00:01:26,fillers-teasers-trailer-nawam-perahara-01-1-26-480p.mp4
07:46, 00:04:56,fillers-wesak-nilagiri-01-480p.mp4
07:51, 01:32:10,bhavana-english-6399-2017-07-22-dhiravamso-thero-480p.mp4
09:23,00:00:31,fillers-inspiration-ins-eng-05-480p.mp4
09:23,00:23:15,dhammapada-sinhala-4247-02-kihibiye-vijitha-thera-480p.mp4
09:47,00:03:44,fillers-wesak-wesak-2012-07-03-44-480p.mp4
09:50,00:14:52,sermon-sinhala-4528-makulawe-sudassana-thera-480p.mp4
7,
06:00,01:12:47,sutta-satipattana-480p.mp4
07:12,00:00:31,fillers-inspiration-ins-sin-19-480p.mp4
07:13, 00:45:58,sutta-pirith-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-sin-01-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-eng-17-480p.mp4
08:00, 00:51:03,sermon-sinhala-6468-2017-08-08-madauyangoda-wijayakiththi-thero-dhathumalu-480p.mp4
08:51,00:00:31,fillers-inspiration-ins-sin-07-480p.mp4
08:51,00:09:22,dhammapada-english-1185-5-9-22-dhammavihari-thera-480p.mp4
09:01, 01:01:54,sermon-sinhala-6347-mithalawa-vinitha-thero-dikhana-480p.mp4
10:03,00:00:31,fillers-inspiration-ins-eng-16-480p.mp4
10:03, 00:17:38,bhavana-sinhala-6070-mirahawatha-panyaseri-thero-ganaramaya-480p.mp4
10:21, 00:48:08,sermon-sinhala-6486-2017-09-21-neluwakande-gnanananda-thero-nawala-480p.mp4
11:09,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
11:09, 00:12:35,fillers-teasers-paduwas-nuwara-480p.mp4
11:22, 00:52:01,sermon-sinhala-6336-bibila-ganasantha-thero-dharmayathanaya-480p.mp4
12:14,00:00:31,fillers-inspiration-ins-eng-11-480p.mp4
12:15,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
12:21, 00:52:57,sermon-sinhala-6507-2017-10-11-rajawaththe-wappa-thero-nawala-480p.mp4
13:14,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
13:15,00:07:42,dhammapada-english-1185-2-7-42-dhammavihari-thera-480p.mp4
13:22, 01:02:03,sermon-sinhala-6343-thawalampola-wimala-thero-gangaramaya-480p.mp4
14:24,00:00:31,fillers-inspiration-ins-eng-03-480p.mp4
14:25,00:24:55,sermon-sinhala-592-1-borelle-kowida-thera-480p.mp4
14:50,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
14:52, 00:52:46,sermon-sinhala-6470-namalgamuwe-vijayasila-thero-gnanaramaya-480p.mp4
15:45,00:00:31,fillers-inspiration-ins-sin-03-480p.mp4
15:45,00:01:27,fillers-teasers-trailer-manel-watta-1-27-480p.mp4
15:47,00:05:18,dhammapada-english-1500-3-05-18-dhammavihari-thera-480p.mp4
15:52, 01:14:02,sermon-sinhala-6354-2017-05-25-warakapalahana-sugathagana-thero-parakumba-480p.mp4
17:06,00:00:31,fillers-inspiration-ins-eng-02-480p.mp4
17:07,00:14:52,sermon-sinhala-4528-makulawe-sudassana-thera-480p.mp4
17:21,00:01:01,fillers-teasers-trailer-nawam-perahara-14-1-01-480p.mp4
17:22, 00:47:21,sermon-sinhala-6321-2017-05-23-galkissa-somananda-thero-480p.mp4
18:10,00:00:31,fillers-inspiration-ins-sin-18-480p.mp4
18:10,00:11:24,dhammapada-english-1185-6-11-24-dhammavihari-thera-480p.mp4
18:22,00:00:47,fillers-teasers-trailer-nawam-perahara-17-0-47-480p.mp4
18:22, 00:51:11,sermon-sinhala-6306-warakapalahana-sugathagana-thero-maharagama-480p.mp4
19:14,00:00:31,fillers-inspiration-ins-eng-04-480p.mp4
19:14,00:08:29,dhammapada-sinhala-1009-2-kotagoda-sudeera-thera.dv-480p.mp4
19:23, 01:07:13,sermon-sinhala-6511-2017-10-15-gallalegama-dhammaseeha-thero-nawala-480p.mp4
20:30,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
20:30,00:00:29,fillers-teasers-trailer-29-480p.mp4
20:31, 00:15:39,fillers-teasers-dematamal-viharaya-480p.mp4
20:47,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
20:53, 01:13:22,sermon-sinhala-6461-2017-08-07-gampaha-mahanama-thero-madagama-480p.mp4
22:07,00:00:31,fillers-inspiration-ins-sin-12-480p.mp4
22:07,00:05:21,fillers-teasers-trailer-manel-watta-5-21-480p.mp4
22:12,00:10:56,dhammapada-sinhala-1009-4-kotagoda-sudeera-thera.dv-480p.mp4
22:23, 00:37:17,sermon-sinhala-6516-2017-10-20-alubomulle-dhammalankara-thero-nawala-480p.mp4
23:01,00:00:31,fillers-inspiration-ins-eng-05-480p.mp4
23:01,00:22:16,dhammapada-sinhala-4226-02-kihibiye-vijitha-thera-480p.mp4
23:23, 01:02:58,sermon-sinhala-6476-2017-09-11-mirisse-dhammika-thero-nawala-480p.mp4
00:26,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
00:27,00:01:26,fillers-teasers-trailer-nawam-perahara-01-1-26-480p.mp4
00:28,00:21:09,sermon-sinhala-4289-01-gampaha-pasadka-thera-480p.mp4
00:49,00:21:09,dhammapada-english-1259-5-3-49-dhammavihari-thera-480p.mp4
01:11, 00:51:13,sermon-sinhala-6379-2017-06-20-balangoda-sobitha-thero-dematagoda-480p.mp4
02:02,00:00:31,fillers-inspiration-ins-sin-14-480p.mp4
02:02,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
02:04,00:03:49,dhammapada-english-1259-5-3-49-dhammavihari-thera-480p.mp4
02:08, 00:02:10,fillers-wesak-nelagiri-thawawa-2017-480p.mp4
02:10, 00:57:41,sermon-sinhala-6479-2017-09-14-agalakada-sirisumana-thero-nawala-480p.mp4
03:08,00:00:31,fillers-inspiration-ins-eng-03-480p.mp4
03:09,00:01:33,fillers-teasers-trailer-paragoda-1-33-480p.mp4
03:10, 01:02:18,sermon-sinhala-6517-2017-10-21-kothmale-dinnaga-thero-nawala-480p.mp4
04:13,00:00:31,fillers-inspiration-ins-sin-14-480p.mp4
04:13,00:02:33,fillers-teasers-wesak-2012-03-02-33-480p.mp4
04:16,00:00:36,fillers-teasers-trailer-36-480p.mp4
04:16,01:16:22,bhavana-sinhala-1212-kiribathgoda-ganananda-thera-480p.mp4
05:33,00:06:54,dhammapada-english-1399-4-06-54-dhammavihari-thera-480p.mp4
05:39, 00:48:38,sermon-sinhala-6493-2017-09-28-galigamuwe-gnanadeepa-thero-nawala-480p.mp4
06:28,00:10:29,dhammapada-sinhala-1056-1-kotagoda-sudeera-thera-480p.mp4
06:39,00:01:04,fillers-teasers-trailer-nawam-perahara-21-1-04-480p.mp4
06:40, 00:49:46,sermon-sinhala-6499-2017-10-04-alikewala-seelananda-thero-nawala-480p.mp4
07:29,00:00:31,fillers-inspiration-ins-eng-09-480p.mp4
07:30, 00:10:25,fillers-teasers-magul-maha-vihara-muhudu-maha-vihara-sinhala-480p.mp4
07:40, 01:01:02,sermon-sinhala-6519-2017-09-16-seruwapita-smsnsrathana-thero-mahuluduwa-480p.mp4
08:41,00:00:31,fillers-inspiration-ins-sin-15-480p.mp4
08:42,00:00:41,fillers-teasers-trailer-place-41-480p.mp4
08:43,00:11:29,dhammapada-sinhala-4435-daswatte-sumanaseela-thera-480p.mp4
08:54, 00:08:08,fillers-teasers-ruhunu-rata-480p.mp4
09:02,00:08:38,dhammapada-sinhala-1009-3-kotagoda-sudeera-thera.dv-480p.mp4
09:11, 00:54:03,sermon-sinhala-6459-2017-08-04-warakapalahana-sugathagana-thero-kotte-480p.mp4
8,
06:00,01:12:47,sutta-satipattana-480p.mp4
07:12,00:00:31,fillers-inspiration-ins-sin-19-480p.mp4
07:13, 00:45:58,sutta-pirith-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-sin-01-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-eng-17-480p.mp4
08:00, 01:01:02,sermon-english-2017-11-06-ajahn-brahm-interview-1h-4m-480p.mp4
09:01,00:00:31,fillers-inspiration-ins-eng-13-480p.mp4
09:01,00:00:39,fillers-teasers-trailer-39-480p.mp4
09:02,00:16:27,dhammapada-english-964-4-16-27-dhammavihari-thera-480p.mp4
09:18,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
09:21, 00:08:53,fillers-teasers-degaldoruwa-480p.mp4
09:30, 00:51:03,sermon-sinhala-6468-2017-08-08-madauyangoda-wijayakiththi-thero-dhathumalu-480p.mp4
10:21,00:00:31,fillers-inspiration-ins-sin-07-480p.mp4
10:21,00:09:22,dhammapada-english-1185-5-9-22-dhammavihari-thera-480p.mp4
10:30, 01:01:54,sermon-sinhala-6347-mithalawa-vinitha-thero-dikhana-480p.mp4
11:32,00:00:31,fillers-inspiration-ins-eng-16-480p.mp4
11:33, 00:17:38,bhavana-sinhala-6070-mirahawatha-panyaseri-thero-ganaramaya-480p.mp4
11:50, 00:48:08,sermon-sinhala-6486-2017-09-21-neluwakande-gnanananda-thero-nawala-480p.mp4
12:39,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
12:39, 00:12:35,fillers-teasers-paduwas-nuwara-480p.mp4
12:52, 00:52:01,sermon-sinhala-6336-bibila-ganasantha-thero-dharmayathanaya-480p.mp4
13:44,00:00:31,fillers-inspiration-ins-eng-11-480p.mp4
13:44,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
13:51, 00:52:57,sermon-sinhala-6507-2017-10-11-rajawaththe-wappa-thero-nawala-480p.mp4
14:44,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
14:44,00:07:42,dhammapada-english-1185-2-7-42-dhammavihari-thera-480p.mp4
14:52, 01:02:03,sermon-sinhala-6343-thawalampola-wimala-thero-gangaramaya-480p.mp4
15:54,00:00:31,fillers-inspiration-ins-eng-03-480p.mp4
15:55,00:24:55,sermon-sinhala-592-1-borelle-kowida-thera-480p.mp4
16:20,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
16:22, 00:52:46,sermon-sinhala-6470-namalgamuwe-vijayasila-thero-gnanaramaya-480p.mp4
17:14,00:00:31,fillers-inspiration-ins-sin-03-480p.mp4
17:15,00:01:27,fillers-teasers-trailer-manel-watta-1-27-480p.mp4
17:16,00:05:18,dhammapada-english-1500-3-05-18-dhammavihari-thera-480p.mp4
17:22, 01:14:02,sermon-sinhala-6354-2017-05-25-warakapalahana-sugathagana-thero-parakumba-480p.mp4
18:36,00:00:31,fillers-inspiration-ins-eng-02-480p.mp4
18:36,00:14:52,sermon-sinhala-4528-makulawe-sudassana-thera-480p.mp4
18:51,00:01:01,fillers-teasers-trailer-nawam-perahara-14-1-01-480p.mp4
18:52, 00:47:21,sermon-sinhala-6321-2017-05-23-galkissa-somananda-thero-480p.mp4
19:39,00:00:31,fillers-inspiration-ins-sin-18-480p.mp4
19:40,00:11:24,dhammapada-english-1185-6-11-24-dhammavihari-thera-480p.mp4
19:51,00:00:47,fillers-teasers-trailer-nawam-perahara-17-0-47-480p.mp4
19:52, 00:51:11,sermon-sinhala-6306-warakapalahana-sugathagana-thero-maharagama-480p.mp4
20:43,00:00:31,fillers-inspiration-ins-eng-04-480p.mp4
20:44,00:08:29,dhammapada-sinhala-1009-2-kotagoda-sudeera-thera.dv-480p.mp4
20:52, 01:07:13,sermon-sinhala-6511-2017-10-15-gallalegama-dhammaseeha-thero-nawala-480p.mp4
22:00,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
22:00,00:00:29,fillers-teasers-trailer-29-480p.mp4
22:01, 00:15:39,fillers-teasers-dematamal-viharaya-480p.mp4
22:16,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
22:23, 01:13:22,sermon-sinhala-6461-2017-08-07-gampaha-mahanama-thero-madagama-480p.mp4
23:36,00:00:31,fillers-inspiration-ins-sin-12-480p.mp4
23:37,00:05:21,fillers-teasers-trailer-manel-watta-5-21-480p.mp4
23:42,00:10:56,dhammapada-sinhala-1009-4-kotagoda-sudeera-thera.dv-480p.mp4
23:53, 00:37:17,sermon-sinhala-6516-2017-10-20-alubomulle-dhammalankara-thero-nawala-480p.mp4
00:30,00:00:31,fillers-inspiration-ins-eng-05-480p.mp4
00:31,00:22:16,dhammapada-sinhala-4226-02-kihibiye-vijitha-thera-480p.mp4
00:53, 01:02:58,sermon-sinhala-6476-2017-09-11-mirisse-dhammika-thero-nawala-480p.mp4
01:56,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
01:57,00:01:26,fillers-teasers-trailer-nawam-perahara-01-1-26-480p.mp4
01:58,00:21:09,sermon-sinhala-4289-01-gampaha-pasadka-thera-480p.mp4
02:19,00:21:09,dhammapada-english-1259-5-3-49-dhammavihari-thera-480p.mp4
02:40, 00:51:13,sermon-sinhala-6379-2017-06-20-balangoda-sobitha-thero-dematagoda-480p.mp4
03:32,00:00:31,fillers-inspiration-ins-sin-14-480p.mp4
